epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,384.408,2.94635,6.84994,2.84897,0.22213,0.0931,0.02365,0.00737,4.15126,6.65908,4.04531,0.000195,0.000195,0.080695
2,439.196,2.29611,2.82558,2.37546,0.53319,0.14135,0.11965,0.03849,3.46316,8.51692,3.29128,0.00039369,0.00039369,0.0608937
3,496.596,2.26719,2.65336,2.33207,0.41205,0.3029,0.16953,0.047,3.08706,4.22877,2.81804,0.000591053,0.000591053,0.0410911
4,555.052,2.17808,2.47986,2.25368,0.52859,0.1968,0.18876,0.06085,3.35707,5.49245,3.22253,0.00078709,0.00078709,0.0212871
5,613.557,2.1938,2.49033,2.27099,0.41652,0.26627,0.17805,0.06148,2.86668,6.24604,2.52762,0.0009818,0.0009818,0.0014818
6,672.531,2.18642,2.46692,2.25933,0.50616,0.29621,0.24265,0.08543,2.86257,3.63743,2.78549,0.000983417,0.000983417,0.000983417
7,730.637,2.143,2.41994,2.2044,0.48857,0.26057,0.22619,0.07961,3.17736,4.2496,3.09702,0.0009801,0.0009801,0.0009801
8,788.2,2.12331,2.36361,2.18382,0.54543,0.35351,0.32742,0.12214,2.73732,3.55212,2.49586,0.000976783,0.000976783,0.000976783
9,847.449,2.08719,2.39342,2.16006,0.69369,0.28228,0.33591,0.12006,2.6672,3.11715,2.40303,0.000973467,0.000973467,0.000973467
10,903.233,2.09489,2.30177,2.15008,0.38214,0.48078,0.39908,0.14517,2.77123,2.43116,2.43841,0.00097015,0.00097015,0.00097015
11,960.482,2.04412,2.19847,2.11174,0.2681,0.33438,0.27454,0.10058,3.07561,3.07836,2.78222,0.000966833,0.000966833,0.000966833
12,1016.84,2.10157,2.26139,2.14863,0.48327,0.44246,0.39955,0.13455,2.84554,2.83494,2.48519,0.000963517,0.000963517,0.000963517
13,1073.97,2.04427,2.24133,2.12857,0.42372,0.31585,0.27327,0.08982,3.08897,3.25333,2.77726,0.0009602,0.0009602,0.0009602
14,1130.85,2.01465,2.15474,2.07666,0.42877,0.42436,0.39048,0.14398,2.853,2.75996,2.53729,0.000956883,0.000956883,0.000956883
15,1186.93,2.02551,2.20907,2.11428,0.61436,0.41946,0.43684,0.16422,2.81811,2.3008,2.39945,0.000953567,0.000953567,0.000953567
16,1245.83,2.03739,2.08722,2.09008,0.63971,0.41391,0.44748,0.1576,2.84398,2.34998,2.46573,0.00095025,0.00095025,0.00095025
17,1301.44,2.0185,2.09621,2.06264,0.37303,0.15707,0.09755,0.03581,3.4116,4.24253,3.10804,0.000946933,0.000946933,0.000946933
18,1356.98,1.98661,2.12242,2.07022,0.62399,0.48823,0.50759,0.18553,2.59496,2.35244,2.24355,0.000943617,0.000943617,0.000943617
19,1416.26,1.98881,2.04135,2.0503,0.6247,0.4883,0.52541,0.21768,2.45827,2.11241,2.13598,0.0009403,0.0009403,0.0009403
20,1473.78,1.96199,2.02374,2.026,0.66615,0.41782,0.46307,0.17843,2.72609,2.4176,2.36521,0.000936983,0.000936983,0.000936983
21,1530.86,1.97837,2.09015,2.04944,0.71982,0.46751,0.57667,0.23206,2.43004,2.09954,2.14784,0.000933667,0.000933667,0.000933667
22,1589.66,1.97359,2.04037,2.03901,0.42846,0.42604,0.39648,0.16327,2.71776,2.52585,2.48638,0.00093035,0.00093035,0.00093035
23,1646.99,1.9838,2.04266,2.05606,0.55622,0.5106,0.54681,0.21101,2.55735,2.06707,2.22719,0.000927033,0.000927033,0.000927033
24,1702.65,1.93531,1.96938,2.02966,0.67732,0.49005,0.54025,0.19808,2.71889,2.05198,2.33854,0.000923717,0.000923717,0.000923717
25,1760.18,1.99802,1.99476,2.06115,0.40009,0.3935,0.33191,0.11633,3.01205,2.68903,2.62958,0.0009204,0.0009204,0.0009204
26,1815.88,1.95984,1.97141,2.01654,0.60338,0.43788,0.45605,0.19173,2.57027,2.45053,2.21648,0.000917083,0.000917083,0.000917083
27,1875.33,1.93325,1.99247,1.99968,0.73434,0.44164,0.53107,0.21378,2.61904,2.13294,2.21861,0.000913767,0.000913767,0.000913767
28,1931.78,1.98888,1.9839,2.04653,0.71364,0.46724,0.53015,0.20867,2.60552,2.09542,2.24266,0.00091045,0.00091045,0.00091045
29,1990.1,1.93528,1.95551,2.00928,0.50016,0.55493,0.4873,0.18419,2.7824,2.06658,2.36473,0.000907133,0.000907133,0.000907133
30,2047.02,1.95916,1.95656,2.02107,0.62575,0.49009,0.52117,0.1844,2.66049,2.29545,2.27632,0.000903817,0.000903817,0.000903817
31,2103.27,1.88666,1.90151,1.96951,0.56103,0.54576,0.55206,0.223,2.49712,2.03651,2.18761,0.0009005,0.0009005,0.0009005
32,2159.82,1.90114,1.87701,1.99071,0.5226,0.57516,0.55069,0.22999,2.55108,2.04004,2.22402,0.000897183,0.000897183,0.000897183
33,2214.73,1.86545,1.85108,1.94552,0.71679,0.51382,0.5864,0.25599,2.42802,1.8771,2.12946,0.000893867,0.000893867,0.000893867
34,2271.21,1.89147,1.89803,1.98117,0.57396,0.53731,0.55361,0.2085,2.55829,2.1032,2.21228,0.00089055,0.00089055,0.00089055
35,2326.84,1.89697,1.88356,1.98006,0.71335,0.50299,0.56636,0.24156,2.45395,1.94983,2.15623,0.000887233,0.000887233,0.000887233
36,2381.28,1.9205,1.88338,1.9843,0.70325,0.48203,0.54957,0.22285,2.45632,1.977,2.12507,0.000883917,0.000883917,0.000883917
37,2435.94,1.88373,1.88273,1.96333,0.69505,0.53666,0.56771,0.23058,2.49716,1.99783,2.17965,0.0008806,0.0008806,0.0008806
38,2490.65,1.90392,1.86806,1.9805,0.57562,0.49483,0.51536,0.20136,2.64455,2.05163,2.22385,0.000877283,0.000877283,0.000877283
39,2547.8,1.90341,1.91359,1.99452,0.55274,0.55792,0.57993,0.2346,2.53484,1.94267,2.17637,0.000873967,0.000873967,0.000873967
40,2602.98,1.8954,1.8417,1.9677,0.49731,0.56308,0.57252,0.25436,2.40424,1.9375,2.12316,0.00087065,0.00087065,0.00087065
41,2656.88,1.85862,1.80716,1.9497,0.70024,0.53635,0.61648,0.26436,2.367,1.94018,2.09936,0.000867333,0.000867333,0.000867333
42,2713.53,1.86667,1.80025,1.9568,0.56018,0.62617,0.60554,0.25217,2.58166,1.93889,2.22475,0.000864017,0.000864017,0.000864017
43,2770.38,1.85204,1.79453,1.93523,0.72047,0.51422,0.60212,0.24927,2.3945,1.91999,2.10787,0.0008607,0.0008607,0.0008607
44,2826.2,1.8511,1.81436,1.94602,0.54419,0.53362,0.5781,0.25264,2.34189,1.91242,2.06984,0.000857383,0.000857383,0.000857383
45,2880.26,1.86041,1.79693,1.94749,0.66839,0.53485,0.62402,0.25924,2.4453,1.86961,2.14641,0.000854067,0.000854067,0.000854067
46,2935.24,1.85968,1.81071,1.95706,0.61216,0.57878,0.62312,0.26727,2.36391,1.85001,2.07267,0.00085075,0.00085075,0.00085075
47,2992.82,1.87878,1.79242,1.97384,0.53582,0.51794,0.56929,0.24147,2.44093,1.93379,2.15567,0.000847433,0.000847433,0.000847433
48,3047.58,1.81245,1.74086,1.92122,0.54021,0.56938,0.56927,0.24348,2.45443,1.94445,2.1609,0.000844117,0.000844117,0.000844117
49,3104.54,1.82896,1.73284,1.9178,0.68239,0.53716,0.57835,0.27046,2.2726,1.84143,2.04759,0.0008408,0.0008408,0.0008408
50,3161.83,1.87126,1.78477,1.95595,0.51923,0.59532,0.58308,0.24521,2.47179,1.86513,2.15103,0.000837483,0.000837483,0.000837483
51,3217.09,1.8721,1.74615,1.94767,0.70286,0.5022,0.57063,0.2523,2.42016,1.90087,2.13153,0.000834167,0.000834167,0.000834167
52,3273.21,1.83061,1.73581,1.92604,0.49304,0.5959,0.57096,0.22748,2.59374,1.97629,2.24991,0.00083085,0.00083085,0.00083085
53,3328.38,1.83663,1.76762,1.92997,0.52007,0.62309,0.59743,0.24248,2.47202,1.87597,2.15209,0.000827533,0.000827533,0.000827533
54,3383.93,1.80933,1.70408,1.90189,0.57689,0.61541,0.61977,0.28169,2.32972,1.83073,2.03687,0.000824217,0.000824217,0.000824217
55,3441.89,1.88806,1.73784,1.95209,0.61882,0.55098,0.59886,0.28703,2.19845,1.79828,1.97311,0.0008209,0.0008209,0.0008209
56,3498.23,1.81817,1.69269,1.90843,0.6344,0.61488,0.63944,0.30618,2.08756,1.70915,1.91572,0.000817583,0.000817583,0.000817583
57,3556.1,1.81735,1.69624,1.9058,0.59074,0.54087,0.57826,0.23947,2.54094,1.90415,2.16763,0.000814267,0.000814267,0.000814267
58,3610.74,1.80775,1.70933,1.92634,0.63657,0.44822,0.51369,0.20319,2.66181,2.0767,2.29404,0.00081095,0.00081095,0.00081095
59,3667.72,1.85533,1.7324,1.94225,0.56822,0.59089,0.59241,0.26305,2.42467,1.82731,2.14253,0.000807633,0.000807633,0.000807633
60,3723.32,1.8158,1.67233,1.91267,0.67859,0.52711,0.58253,0.26144,2.34144,1.9067,2.04004,0.000804317,0.000804317,0.000804317
61,3777.73,1.7966,1.63169,1.87586,0.52765,0.57503,0.55411,0.21809,2.61357,1.93756,2.24683,0.000801,0.000801,0.000801
62,3833.25,1.81868,1.68547,1.92001,0.7286,0.58116,0.62626,0.2815,2.3788,1.75944,2.08877,0.000797683,0.000797683,0.000797683
63,3886.84,1.83015,1.69795,1.91579,0.52054,0.62034,0.58326,0.24734,2.46831,1.88788,2.13381,0.000794367,0.000794367,0.000794367
64,3943.98,1.80362,1.65807,1.90569,0.72624,0.59289,0.64015,0.29301,2.24975,1.7378,1.97659,0.00079105,0.00079105,0.00079105
65,3998.9,1.77138,1.61919,1.88636,0.58015,0.67513,0.65209,0.30432,2.21623,1.66754,1.96442,0.000787733,0.000787733,0.000787733
66,4055.53,1.77786,1.63042,1.87608,0.62764,0.55464,0.63753,0.31519,2.17051,1.65149,1.96098,0.000784417,0.000784417,0.000784417
67,4113.94,1.80215,1.67052,1.90103,0.64426,0.58659,0.63082,0.30275,2.27665,1.70221,2.0135,0.0007811,0.0007811,0.0007811
68,4169.11,1.76485,1.63771,1.88874,0.60179,0.56508,0.59937,0.24982,2.35161,1.80964,2.0741,0.000777783,0.000777783,0.000777783
69,4224.18,1.76008,1.61009,1.8784,0.62739,0.57997,0.61239,0.27391,2.36221,1.81124,2.06873,0.000774467,0.000774467,0.000774467
70,4279.74,1.76568,1.62348,1.88566,0.54514,0.67155,0.65514,0.29716,2.32915,1.70978,2.07421,0.00077115,0.00077115,0.00077115
71,4335.4,1.75977,1.61449,1.87668,0.58724,0.5993,0.59042,0.25015,2.53473,1.87229,2.18554,0.000767833,0.000767833,0.000767833
72,4389.65,1.73456,1.59627,1.8596,0.60174,0.63724,0.65158,0.31308,2.19938,1.62735,1.98302,0.000764517,0.000764517,0.000764517
73,4445.39,1.74803,1.575,1.86129,0.55323,0.51137,0.52978,0.22408,2.72092,2.03224,2.36659,0.0007612,0.0007612,0.0007612
74,4500.09,1.74817,1.57775,1.86122,0.3706,0.37841,0.36673,0.14627,2.8496,2.79413,2.51091,0.000757883,0.000757883,0.000757883
75,4554.77,1.74583,1.60412,1.86208,0.6389,0.63726,0.67728,0.31173,2.25984,1.67176,2.01458,0.000754567,0.000754567,0.000754567
76,4608.28,1.75585,1.58816,1.85631,0.65806,0.58428,0.66523,0.32171,2.24277,1.66349,1.99328,0.00075125,0.00075125,0.00075125
77,4665.35,1.75516,1.5899,1.8642,0.71054,0.57188,0.64839,0.30326,2.18286,1.65508,2.01077,0.000747933,0.000747933,0.000747933
78,4721.04,1.77098,1.6007,1.88003,0.72175,0.57989,0.65807,0.31556,2.22886,1.61897,1.98054,0.000744617,0.000744617,0.000744617
79,4779.93,1.75273,1.56618,1.87504,0.60654,0.60749,0.65935,0.30797,2.24026,1.59907,2.04303,0.0007413,0.0007413,0.0007413
80,4837.09,1.73972,1.57205,1.85957,0.56366,0.62345,0.63252,0.292,2.30135,1.70756,2.04277,0.000737983,0.000737983,0.000737983
81,4890.49,1.73496,1.57063,1.86195,0.57819,0.65876,0.6405,0.31464,2.0849,1.67137,1.93475,0.000734667,0.000734667,0.000734667
82,4946.99,1.72704,1.59604,1.86584,0.63658,0.60411,0.64456,0.30148,2.23702,1.67875,2.02338,0.00073135,0.00073135,0.00073135
83,5002.62,1.71058,1.54436,1.84212,0.61562,0.64204,0.67156,0.32704,2.16939,1.60839,1.96499,0.000728033,0.000728033,0.000728033
84,5062.11,1.71188,1.53924,1.83654,0.60175,0.64832,0.66867,0.3177,2.20662,1.6172,2.02205,0.000724717,0.000724717,0.000724717
85,5120.26,1.74807,1.53165,1.8606,0.55837,0.61809,0.61766,0.25578,2.48265,1.75918,2.15672,0.0007214,0.0007214,0.0007214
86,5178.51,1.75706,1.55015,1.87459,0.54393,0.62801,0.62409,0.27436,2.39548,1.80811,2.17012,0.000718083,0.000718083,0.000718083
87,5236.52,1.70895,1.51547,1.84826,0.76297,0.53996,0.64459,0.31672,2.11157,1.65392,1.96509,0.000714767,0.000714767,0.000714767
88,5294.44,1.70993,1.49744,1.83761,0.74492,0.57049,0.6605,0.32853,2.09998,1.55791,1.9202,0.00071145,0.00071145,0.00071145
89,5355.41,1.72156,1.5426,1.855,0.75959,0.549,0.63872,0.27976,2.38925,1.69457,2.13648,0.000708133,0.000708133,0.000708133
90,5413.79,1.69435,1.51371,1.84038,0.55896,0.63758,0.6431,0.30863,2.23584,1.61218,2.02685,0.000704817,0.000704817,0.000704817
91,5472.65,1.70331,1.48587,1.82837,0.61574,0.60702,0.64023,0.30199,2.16256,1.65216,1.96387,0.0007015,0.0007015,0.0007015
92,5530.38,1.69537,1.50938,1.85642,0.73041,0.56944,0.65016,0.30621,2.2495,1.64079,1.98795,0.000698183,0.000698183,0.000698183
93,5590.36,1.66168,1.4446,1.81484,0.60434,0.65738,0.68005,0.31918,2.22393,1.57987,1.9968,0.000694867,0.000694867,0.000694867
94,5650.13,1.69322,1.45923,1.83246,0.7226,0.59327,0.65978,0.31282,2.22551,1.57491,2.02419,0.00069155,0.00069155,0.00069155
95,5709.94,1.70187,1.47962,1.83462,0.60733,0.63566,0.66512,0.32197,2.24164,1.59954,2.03368,0.000688233,0.000688233,0.000688233
96,5768.38,1.67893,1.46348,1.81183,0.66971,0.6071,0.65246,0.311,2.23705,1.63209,2.00793,0.000684917,0.000684917,0.000684917
97,5825.6,1.6751,1.45527,1.80508,0.62181,0.62174,0.66767,0.32099,2.23286,1.6334,2.00784,0.0006816,0.0006816,0.0006816
98,5885.52,1.73163,1.48629,1.85115,0.69207,0.62465,0.68454,0.33482,2.0859,1.56046,1.93871,0.000678283,0.000678283,0.000678283
99,5945.31,1.65205,1.42567,1.80648,0.61604,0.64862,0.66713,0.33493,2.05131,1.56524,1.91909,0.000674967,0.000674967,0.000674967
100,6005.59,1.65043,1.41237,1.78674,0.61505,0.66197,0.67093,0.32096,2.13645,1.627,1.9557,0.00067165,0.00067165,0.00067165
101,6064.01,1.69665,1.45591,1.82886,0.66306,0.60741,0.65506,0.32766,2.10211,1.58981,1.93086,0.000668333,0.000668333,0.000668333
102,6121.54,1.70523,1.45737,1.83335,0.60168,0.67405,0.67209,0.32822,2.13058,1.58024,1.97443,0.000665017,0.000665017,0.000665017
103,6181.04,1.65648,1.42693,1.7936,0.62192,0.65063,0.688,0.34512,2.10211,1.51779,1.95022,0.0006617,0.0006617,0.0006617
104,6242.31,1.66342,1.41064,1.80967,0.58525,0.64369,0.66537,0.30661,2.35568,1.59606,2.0765,0.000658383,0.000658383,0.000658383
105,6300.02,1.64455,1.40171,1.79449,0.64593,0.63899,0.68777,0.34134,2.15072,1.53525,1.9858,0.000655067,0.000655067,0.000655067
106,6358.47,1.65493,1.40083,1.79895,0.59793,0.59945,0.60881,0.2852,2.33083,1.70101,2.10015,0.00065175,0.00065175,0.00065175
107,6416.95,1.6636,1.38357,1.79548,0.63394,0.64513,0.66987,0.33185,2.19215,1.59151,1.9766,0.000648433,0.000648433,0.000648433
108,6475.38,1.64007,1.41002,1.78721,0.67857,0.63425,0.68843,0.34851,2.04963,1.54227,1.92602,0.000645117,0.000645117,0.000645117
109,6534.72,1.62541,1.3536,1.77345,0.63173,0.65306,0.69023,0.34032,2.10682,1.51277,1.9819,0.0006418,0.0006418,0.0006418
110,6593.85,1.63193,1.38261,1.78945,0.5994,0.66278,0.68158,0.3487,2.088,1.54338,1.95458,0.000638483,0.000638483,0.000638483
111,6652.91,1.63408,1.39727,1.78211,0.60499,0.62174,0.65503,0.32968,2.12412,1.56031,1.95496,0.000635167,0.000635167,0.000635167
112,6711.42,1.63445,1.39244,1.79568,0.57977,0.65582,0.65902,0.3309,2.11235,1.51785,1.94078,0.00063185,0.00063185,0.00063185
113,6769.73,1.69233,1.38987,1.81592,0.61981,0.65639,0.66643,0.31791,2.1956,1.6119,2.0275,0.000628533,0.000628533,0.000628533
114,6826.98,1.63978,1.34926,1.78034,0.54724,0.5406,0.56248,0.24594,2.39569,1.8843,2.14626,0.000625217,0.000625217,0.000625217
115,6886.28,1.63122,1.3729,1.77516,0.61043,0.64087,0.66806,0.33234,2.18463,1.53385,1.97375,0.0006219,0.0006219,0.0006219
116,6945.18,1.63675,1.35806,1.78246,0.61373,0.69111,0.69129,0.34305,2.10476,1.53075,1.96187,0.000618583,0.000618583,0.000618583
117,7004.56,1.6604,1.38716,1.79943,0.5899,0.69407,0.68039,0.33428,2.15359,1.55575,1.97091,0.000615267,0.000615267,0.000615267
118,7062.37,1.60054,1.35049,1.76323,0.62443,0.65246,0.67989,0.35508,2.07365,1.48598,1.94929,0.00061195,0.00061195,0.00061195
119,7121.77,1.62407,1.36612,1.77386,0.72246,0.60382,0.67828,0.34098,2.13011,1.50041,1.96491,0.000608633,0.000608633,0.000608633
120,7179.93,1.6133,1.31906,1.77139,0.63793,0.67551,0.71924,0.37502,2.02778,1.45248,1.91044,0.000605317,0.000605317,0.000605317
121,7239.58,1.60504,1.29421,1.77204,0.60089,0.65929,0.68884,0.34039,2.16803,1.51363,1.95648,0.000602,0.000602,0.000602
122,7298.31,1.59465,1.30891,1.77246,0.63976,0.66124,0.70942,0.35723,2.13843,1.43842,1.95876,0.000598683,0.000598683,0.000598683
123,7355.25,1.61413,1.33797,1.7803,0.61581,0.63747,0.66775,0.33546,2.14618,1.59011,2.01267,0.000595367,0.000595367,0.000595367
124,7412.72,1.60014,1.37065,1.77041,0.64423,0.60731,0.65418,0.33677,2.07802,1.54735,1.95727,0.00059205,0.00059205,0.00059205
125,7471.89,1.58486,1.32504,1.74031,0.63581,0.6272,0.67298,0.35122,1.99556,1.52186,1.93458,0.000588733,0.000588733,0.000588733
126,7529.72,1.61572,1.31789,1.77833,0.64245,0.64738,0.67401,0.35569,2.0835,1.52654,1.95518,0.000585417,0.000585417,0.000585417
127,7588.11,1.57489,1.30319,1.74473,0.65099,0.68841,0.70016,0.34396,2.14294,1.56995,1.9717,0.0005821,0.0005821,0.0005821
128,7645.16,1.62422,1.33196,1.76533,0.60852,0.68794,0.67221,0.3465,2.0651,1.53236,1.95174,0.000578783,0.000578783,0.000578783
129,7702.83,1.55092,1.28929,1.73243,0.6223,0.66835,0.68174,0.35816,2.04847,1.4623,1.92729,0.000575467,0.000575467,0.000575467
130,7760.51,1.59941,1.30885,1.76564,0.64728,0.66934,0.68572,0.34702,2.16892,1.44403,1.99805,0.00057215,0.00057215,0.00057215
131,7817.84,1.59756,1.33994,1.77144,0.62535,0.65868,0.68091,0.34412,2.18218,1.50451,2.03988,0.000568833,0.000568833,0.000568833
